high_income,male,married,higher_edu,managerial_occ,high_hours,gov_jobs,race,age,native_country
0,1,1,9,5,42,3,4,60,39
0,1,1,10,8,20,8,4,19,39
1,1,6,9,10,30,4,4,61,39
0,1,6,9,3,40,5,3,71,39
0,1,1,7,1,40,8,4,30,39
0,1,6,7,3,40,8,4,31,39
0,1,6,6,3,40,8,4,40,39
0,0,1,9,7,40,8,3,39,39
1,0,6,9,12,40,8,4,42,39
0,0,6,9,9,40,8,4,18,39
0,0,1,9,12,35,8,4,22,39
0,1,1,4,3,40,8,4,23,26
0,1,1,7,3,50,3,4,23,26
0,1,6,9,14,50,7,4,53,39
0,1,1,10,12,40,8,4,21,39
0,1,1,13,12,40,8,4,22,39
0,0,1,3,12,20,8,2,27,40
1,1,6,15,10,60,6,4,48,39
0,1,2,14,12,18,3,4,58,39
1,1,6,14,4,50,8,4,34,39
0,1,6,9,3,40,8,4,30,39
1,1,6,14,4,60,8,4,30,39
1,1,6,16,10,50,5,4,33,39
0,1,1,9,6,40,8,3,28,39
0,0,4,13,12,40,8,3,31,39
1,1,6,15,10,50,6,4,63,39
0,0,6,9,8,25,8,4,33,39
0,0,3,10,4,40,8,1,42,39
0,1,6,10,11,99,4,3,44,39
0,0,4,9,8,48,8,2,33,3
0,0,1,5,8,50,8,4,21,26
0,0,2,9,8,40,8,4,56,39
1,1,6,10,5,50,3,4,32,39
1,1,6,10,4,50,8,4,40,39
0,1,6,10,11,40,4,4,33,39
0,0,2,13,10,36,8,2,35,30
0,1,6,13,7,40,8,4,44,39
0,1,1,13,10,35,8,4,25,39
0,0,2,11,13,10,3,3,48,39
1,0,6,13,4,45,8,4,26,39
0,0,5,9,9,36,8,3,55,39
0,1,1,9,7,42,8,4,19,39
0,1,6,9,7,40,8,4,35,39
1,0,6,13,1,50,8,4,38,39
0,0,4,10,1,38,8,4,41,39
1,0,2,14,4,40,7,4,41,39
0,1,6,10,8,40,4,4,29,39
0,0,1,9,12,40,8,4,48,39
0,1,6,13,12,55,3,2,34,19
0,1,1,10,8,25,8,4,18,39
1,1,6,15,1,40,4,2,56,30
1,1,6,10,4,40,8,4,60,39
0,0,1,10,11,40,5,4,53,39
1,0,6,14,10,40,8,2,34,3
0,1,1,11,7,45,8,4,27,39
0,0,1,8,8,40,7,3,52,39
0,0,2,13,13,40,8,4,29,39
0,1,1,13,4,40,8,4,35,39
0,1,1,9,14,40,8,4,38,39
0,1,1,13,4,40,8,4,34,39
0,1,1,14,10,40,8,4,23,39
0,0,1,10,1,20,8,3,21,39
0,1,1,15,10,80,8,4,30,39
0,1,6,9,3,40,8,4,32,39
0,1,6,9,8,40,8,4,43,39
0,0,2,4,8,35,8,4,49,39
0,1,1,13,4,45,8,4,39,39
0,0,1,10,6,35,8,4,19,39
0,1,6,9,10,40,8,4,34,39
0,1,6,7,3,40,8,4,30,39
0,1,5,3,3,40,8,4,52,26
0,1,1,9,3,40,8,4,28,39
0,0,6,9,7,40,8,4,33,26
0,1,2,4,14,40,8,4,30,39
1,0,2,14,10,37,4,3,54,39
1,1,2,16,4,60,8,4,67,39
0,1,1,9,7,40,8,4,23,39
0,1,6,10,7,40,8,4,43,26
0,1,1,9,6,60,8,3,27,39
0,1,1,9,6,40,8,4,24,39
1,1,6,10,4,50,8,4,39,39
0,1,1,15,4,50,8,4,34,39
1,1,6,13,10,45,7,4,45,39
0,1,5,13,4,40,7,3,35,39
0,1,6,13,5,60,8,4,45,39
1,1,6,9,1,45,8,4,64,39
0,0,1,11,12,40,8,4,22,39
0,1,6,9,3,35,8,4,34,39
0,1,6,9,7,40,8,4,56,39
1,0,1,13,10,50,8,4,27,39
0,1,1,9,3,55,8,4,34,39
0,0,2,4,7,64,8,4,52,39
0,1,1,9,12,40,8,4,30,39
0,1,2,10,7,40,8,4,30,39
0,1,1,10,8,14,8,4,19,39
0,1,1,10,8,35,3,4,33,39
0,0,3,9,1,37,8,4,64,39
0,1,6,11,1,40,8,4,39,5
0,1,1,10,8,12,8,4,20,2
0,0,2,9,8,40,8,4,39,39
0,1,6,10,14,40,8,4,26,39
0,1,6,10,11,48,4,4,39,39
0,1,1,9,9,40,8,4,23,39
0,1,6,10,3,35,3,4,38,39
0,1,6,9,3,40,8,4,26,39
0,1,6,10,3,40,8,4,53,39
1,1,6,14,10,40,8,4,29,39
0,0,2,9,8,40,3,4,49,39
0,0,2,9,1,40,8,4,50,9
0,1,1,9,3,40,3,4,25,39
0,1,1,9,7,44,8,4,33,39
0,0,3,10,1,30,8,4,35,39
1,1,6,14,10,40,8,4,48,39
0,1,6,10,8,40,4,4,38,39
0,0,2,9,7,40,8,3,58,39
1,0,6,13,10,30,4,4,49,39
0,0,2,13,4,35,8,4,58,39
0,1,1,9,3,40,8,4,28,39
0,1,1,9,6,40,8,4,40,39
0,0,1,14,10,35,5,3,33,39
0,1,1,9,3,20,8,4,26,39
0,1,1,10,3,40,8,4,32,39
0,0,1,9,1,35,7,4,61,33
0,0,1,8,12,18,8,4,17,39
1,1,1,10,4,40,8,4,34,39
1,1,6,10,4,50,8,4,31,23
0,0,2,14,10,40,4,4,56,39
0,1,6,9,3,40,8,3,33,39
0,1,6,9,7,40,8,4,51,39
0,1,6,9,3,40,3,4,33,39
1,1,6,14,10,50,8,4,50,39
0,1,5,3,12,22,8,4,68,39
0,1,1,9,3,40,8,4,22,39
0,0,1,9,7,16,8,4,23,39
0,1,4,13,13,40,8,4,43,39
0,1,6,14,10,60,8,4,54,39
1,1,6,10,3,72,3,4,69,39
0,0,1,9,1,30,5,4,19,39
0,0,2,9,6,36,8,4,28,39
0,1,2,9,14,40,5,4,26,39
0,1,6,10,3,60,8,4,35,39
0,1,6,9,3,40,4,4,28,39
0,0,6,9,8,40,8,4,26,26
1,1,6,16,10,35,3,4,47,39
0,1,6,6,7,40,8,4,27,39
0,0,1,13,10,45,8,4,37,39
0,0,4,9,4,37,8,4,25,39
0,0,3,6,7,40,8,3,56,39
1,1,6,13,12,50,8,4,36,39
0,1,6,9,1,40,5,4,34,39
0,1,1,11,11,40,8,4,21,39
0,0,1,11,12,40,8,4,28,39
0,0,3,3,9,4,8,3,64,39
1,1,6,10,12,50,8,4,43,39
0,1,6,9,12,50,6,4,51,39
0,1,3,9,11,20,4,4,68,39
1,0,6,13,4,50,8,4,29,5
0,0,2,10,4,40,8,4,51,39
0,0,2,9,12,32,8,4,58,39
0,0,1,10,1,50,7,4,40,39
0,1,1,10,11,45,5,3,30,39
0,0,4,11,8,35,8,4,52,39
0,0,1,10,1,40,8,3,27,39
0,0,2,10,10,40,8,4,31,39
0,1,6,9,7,40,8,4,56,39
0,0,2,10,8,40,8,4,63,39
0,1,1,6,14,40,8,4,61,39
0,1,1,13,6,40,8,4,41,39
0,1,6,9,4,84,6,4,56,39
0,0,2,10,4,40,4,4,65,39
0,1,6,7,6,40,8,4,57,39
1,1,6,10,12,40,6,4,67,39
0,1,6,4,14,40,5,4,58,39
1,1,6,11,10,40,8,4,51,39
0,1,1,9,12,38,8,4,19,39
0,0,2,5,10,40,8,3,28,39
1,1,6,14,4,40,5,4,61,39
1,1,6,9,4,50,8,4,37,39
0,0,1,13,12,40,8,4,26,39
1,1,6,13,4,40,3,4,40,39
0,1,6,11,7,40,8,4,34,39
0,0,1,10,1,40,8,4,21,39
0,1,6,11,3,40,5,4,41,39
0,0,2,9,12,40,8,4,37,39
0,0,1,13,10,30,3,2,27,39
0,1,6,7,5,88,3,4,44,39
0,0,1,9,4,50,8,4,28,39
1,1,6,13,10,38,5,1,44,39
0,0,2,12,7,45,8,4,44,39
0,0,3,14,10,60,5,4,50,39
0,0,6,12,4,37,8,4,36,39
0,0,3,9,7,40,8,4,53,39
0,0,1,13,4,65,8,3,24,39
0,1,6,6,8,40,5,4,49,39
0,0,1,9,12,40,8,4,20,39
0,1,1,13,12,40,8,4,26,39
1,1,6,16,10,45,5,4,34,11
0,0,2,10,1,36,8,4,47,39
0,1,4,9,5,40,8,4,21,39
0,0,2,9,12,33,8,4,60,39
0,0,1,12,4,40,4,4,21,39
0,1,1,14,8,40,8,1,34,39
0,1,6,10,3,40,8,4,40,39
0,0,1,10,8,20,8,4,24,39
0,1,1,13,6,30,8,4,22,39
0,1,1,13,4,40,8,4,26,39
0,1,1,10,7,30,8,3,19,39
1,1,6,14,10,40,4,4,55,39
0,1,2,9,3,40,8,4,22,39
0,1,6,9,3,50,3,4,31,39
0,0,2,14,10,45,4,4,55,39
0,0,2,9,13,40,8,4,41,39
0,1,6,9,14,40,8,4,35,39
0,1,1,13,4,40,4,4,35,39
0,1,6,9,6,40,8,4,23,39
1,1,6,13,10,58,8,4,26,39
0,1,2,10,3,60,8,4,40,39
1,1,6,9,7,50,8,4,28,39
0,0,6,13,3,40,8,4,38,39
1,1,6,14,10,40,8,3,54,39
0,1,6,13,4,45,8,4,28,39
0,0,2,9,4,40,3,4,32,39
1,1,6,10,3,40,8,4,51,39
0,1,6,5,14,40,8,4,42,39
0,1,6,13,12,45,8,4,32,39
0,1,3,9,4,40,8,4,41,39
0,1,6,6,3,36,8,4,28,39
1,1,6,9,3,50,6,4,38,39
0,0,1,13,12,55,8,4,26,39
0,1,6,7,5,40,3,4,66,39
0,1,1,10,3,70,8,4,21,39
0,0,2,13,10,40,8,4,54,39
0,0,2,10,8,32,8,4,42,39
0,0,1,13,8,24,8,4,30,39
0,1,1,8,8,35,8,4,22,39
0,0,2,10,1,40,5,4,43,39
0,0,1,10,10,20,8,4,20,39
0,1,1,11,8,20,8,4,23,39
0,0,1,12,1,40,8,4,22,39
1,1,6,9,7,40,8,4,38,5
0,1,6,10,8,40,8,4,23,39
0,0,2,10,1,25,7,3,24,39
1,0,6,10,4,40,8,4,39,39
0,0,1,3,1,40,8,4,37,26
0,0,1,13,4,40,8,4,24,39
0,1,1,10,13,45,8,4,25,39
0,0,3,6,8,40,8,2,59,30
0,1,1,9,3,40,8,4,30,39
0,0,2,10,10,40,5,4,42,39
0,0,6,10,13,40,7,4,33,39
0,1,1,8,6,40,8,4,22,39
1,1,6,9,6,40,8,3,37,39
0,1,1,7,3,25,8,4,18,39
0,0,1,7,12,40,8,4,20,39
1,0,2,13,4,45,8,4,41,39
0,1,1,9,3,1,8,2,23,40
0,1,6,9,14,42,3,4,47,39
0,0,4,10,8,25,8,4,35,39
0,0,2,9,4,40,8,4,39,39
0,0,1,13,4,50,8,4,24,39
0,1,6,9,3,40,8,4,45,39
1,1,6,9,7,44,8,4,43,39
0,1,6,13,13,45,8,4,38,39
0,1,6,14,10,70,8,4,37,39
1,1,6,16,4,40,6,4,65,39
0,1,6,11,14,60,8,1,46,39
0,1,6,10,10,15,8,4,68,39
0,1,6,13,10,40,7,4,49,39
0,1,6,4,14,40,3,4,52,39
0,0,6,10,1,35,8,4,51,39
1,1,2,13,4,40,8,4,47,39
1,1,6,13,10,50,3,4,31,33
1,1,6,13,12,50,8,4,42,39
1,0,6,13,4,60,8,4,39,39
0,1,6,9,3,40,3,4,40,39
0,1,2,9,12,60,8,4,39,39
0,1,6,10,1,40,8,4,30,39
0,1,1,9,12,50,8,4,41,39
0,0,1,16,10,99,5,4,24,9
0,1,6,4,8,40,8,4,62,39
0,1,6,12,12,45,8,4,54,39
0,1,6,9,5,40,3,4,70,39
1,1,6,9,14,44,8,4,25,39
0,1,2,6,14,40,8,4,40,39
0,1,6,9,5,50,3,4,35,39
0,0,2,11,13,40,8,3,46,39
0,1,6,10,12,60,3,4,51,39
0,0,4,13,10,56,8,4,45,11
1,1,6,13,10,55,8,4,43,22
1,1,2,8,3,50,8,4,35,39
0,0,4,13,10,50,6,4,35,39
0,1,1,9,12,30,8,4,24,39
0,1,2,9,3,45,8,4,42,39
1,1,6,9,3,56,8,4,45,39
0,0,1,13,10,45,8,4,48,26
0,1,6,11,1,40,8,4,48,39
0,1,6,9,3,40,8,4,20,39
0,1,1,2,6,37,8,4,31,26
0,1,1,12,3,40,8,4,25,39
1,1,6,13,4,40,8,4,65,39
0,1,2,9,3,45,8,4,33,39
0,0,3,10,8,40,8,4,57,39
0,1,6,9,1,35,8,4,45,39
0,1,6,13,8,60,3,4,39,39
0,0,1,9,6,40,8,3,25,39
0,0,1,10,8,60,5,1,22,39
0,0,1,10,10,35,8,4,56,39
0,0,4,11,1,40,8,4,39,39
0,1,2,9,3,40,8,4,38,39
0,1,1,13,13,40,8,4,31,39
0,1,1,10,12,40,8,4,28,39
0,1,6,9,4,60,3,4,59,12
0,0,3,11,4,40,8,4,54,39
0,0,6,9,8,20,6,4,38,31
0,1,6,13,10,40,8,4,28,24
0,1,6,9,7,45,8,4,49,39
0,1,1,9,8,40,8,3,21,39
0,0,1,10,11,40,5,3,32,39
0,0,1,14,10,40,5,4,35,39
0,1,6,7,5,40,8,4,27,39
1,1,6,10,3,48,8,4,41,39
0,0,6,13,7,20,8,4,36,39
0,0,2,8,9,30,8,3,63,39
0,1,1,13,3,40,8,4,24,39
0,0,3,9,1,25,8,4,75,39
0,1,1,9,6,40,7,1,25,39
0,1,1,12,3,40,3,4,26,39
0,0,2,9,12,40,8,2,44,39
0,1,1,7,11,30,4,4,17,39
0,0,2,9,3,40,8,4,52,39
0,1,6,9,7,40,8,4,20,39
0,1,6,7,3,40,8,4,33,39
0,1,2,3,8,25,8,3,55,39
0,1,6,8,14,40,8,4,43,39
1,1,6,10,12,40,8,4,39,39
1,1,6,9,7,40,8,4,52,39
0,1,2,10,1,24,7,4,26,39
0,1,1,10,8,50,8,4,34,39
0,1,1,10,6,48,8,4,27,39
0,1,1,10,6,20,8,4,20,39
0,1,6,9,3,38,8,4,28,39
0,0,4,7,8,30,8,3,44,39
0,1,2,14,10,20,8,4,58,39
0,0,1,11,8,38,3,4,24,39
0,0,2,9,8,36,8,4,52,39
0,0,4,9,10,60,8,4,49,39
0,1,6,6,8,20,4,3,68,39
0,1,2,13,1,40,3,4,39,39
0,1,6,14,5,40,3,4,64,39
0,1,6,13,10,40,8,4,24,39
0,0,1,13,4,45,5,2,35,39
0,1,6,9,1,40,8,4,39,39
0,1,1,9,6,50,8,3,24,39
0,0,6,10,8,36,8,4,32,33
0,1,2,9,11,40,7,3,41,39
0,1,1,9,8,40,8,4,25,39
0,0,1,13,10,40,8,4,41,39
1,1,6,13,4,45,8,4,48,39
0,1,1,3,6,40,8,4,23,26
0,0,1,10,1,25,8,4,18,39
0,0,1,9,7,40,8,4,31,39
1,1,6,10,10,40,8,4,43,39
0,0,6,10,4,45,6,4,38,39
0,1,1,10,1,40,8,4,29,39
0,1,1,9,3,40,8,4,28,39
0,1,6,10,4,40,4,4,47,39
1,1,6,15,10,30,3,4,57,39
0,0,1,11,1,35,8,4,27,39
0,1,1,9,12,40,8,4,24,39
0,1,6,10,10,35,3,4,46,39
1,1,6,14,11,40,8,4,51,39
1,1,6,14,4,40,8,4,44,39
0,1,1,10,8,25,8,4,27,39
0,1,1,9,13,62,8,4,39,9
1,1,2,13,4,40,8,4,50,39
0,0,1,9,1,46,8,4,25,39
1,1,6,15,10,55,8,4,34,39
0,0,1,9,8,32,8,4,22,39
0,1,1,9,14,40,8,4,26,39
0,1,6,13,12,60,8,4,39,39
0,0,2,13,4,40,8,4,45,39
0,1,1,13,7,65,8,4,24,39
0,1,1,10,1,40,7,3,48,39
0,1,6,9,7,40,8,4,22,39
0,1,6,13,13,48,8,4,35,39
1,1,6,13,3,40,3,4,45,39
0,1,4,10,12,2,3,3,71,39
0,0,1,13,1,40,8,4,25,39
0,1,6,9,3,40,8,4,47,39
1,1,6,9,3,40,4,4,49,39
0,0,2,11,10,40,8,4,37,39
0,1,1,10,10,20,8,4,23,39
0,0,2,14,4,70,3,4,42,39
0,1,1,10,1,50,8,4,19,39
0,1,6,9,3,40,8,4,53,39
1,1,6,9,14,48,8,3,49,39
0,1,6,9,3,40,3,4,27,18
0,1,4,3,7,40,8,4,56,39
1,1,6,13,4,40,8,4,62,39
0,1,1,4,8,25,8,4,23,26
0,1,6,9,3,40,8,4,23,39
1,1,6,8,7,40,8,3,59,39
0,1,6,10,3,40,8,4,57,39
0,1,1,13,10,20,5,3,22,39
0,0,6,9,7,40,8,4,23,39
0,1,6,9,3,43,8,4,49,39
1,1,6,13,4,40,8,4,44,39
0,0,1,9,8,6,8,4,25,39
1,1,6,13,12,50,6,4,33,39
0,1,1,6,14,40,8,3,42,39
0,1,6,9,5,30,3,4,80,39
1,1,6,9,4,37,8,4,67,39
0,1,1,10,1,45,8,4,55,39
0,1,6,9,3,50,8,4,45,39
0,1,6,11,13,40,5,4,32,39
0,1,6,9,6,40,8,4,60,39
0,0,1,10,8,11,5,4,21,39
0,0,1,9,7,40,8,4,51,39
0,0,1,9,10,45,8,4,34,39
0,0,1,13,8,35,8,4,23,39
0,1,6,9,3,47,3,4,38,39
1,0,3,12,4,40,8,4,59,39
0,1,6,10,10,40,8,3,24,39
0,1,3,13,5,30,3,4,81,39
0,1,6,13,4,55,8,4,39,39
0,1,6,4,7,48,8,3,56,39
0,1,6,10,1,32,7,3,27,39
1,1,6,15,10,50,3,4,42,39
0,1,6,9,7,45,8,4,28,39
0,0,2,10,13,10,5,4,38,39
0,0,1,13,10,45,8,2,21,39
0,1,6,11,6,40,8,4,29,39
0,0,1,13,12,40,8,4,40,39
1,0,6,14,12,35,3,4,41,39
1,1,6,9,12,40,8,4,36,39
1,1,1,13,1,40,8,4,25,39
1,1,6,7,6,45,8,4,46,39
0,1,1,10,12,40,8,4,22,39
0,1,6,13,4,40,3,4,69,39
1,1,6,14,4,40,8,2,39,39
0,1,1,9,8,40,8,3,20,39
0,1,1,10,12,60,8,4,29,39
0,1,1,11,4,40,8,4,22,39
0,1,1,13,12,40,8,4,42,39
0,0,2,12,7,42,8,4,33,39
0,0,2,11,13,40,8,4,33,39
0,1,1,10,5,50,8,4,29,39
0,1,1,9,14,40,8,3,47,39
0,1,6,9,3,40,8,4,36,39
0,1,6,9,3,41,8,4,36,39
0,1,6,7,3,40,8,4,36,39
0,1,6,9,13,40,8,4,30,39
1,1,6,9,7,44,8,4,50,39
0,0,3,9,3,40,8,2,49,35
0,1,1,12,1,40,7,4,45,4
0,0,2,10,7,40,8,4,52,39
0,1,2,9,10,20,8,4,23,39
0,0,1,9,12,24,8,4,21,39
1,1,6,13,3,40,8,4,38,39
1,1,6,13,10,35,8,4,30,39
0,1,1,6,12,8,8,4,17,39
1,0,1,13,8,21,8,2,53,24
0,1,6,9,3,40,8,4,47,39
1,1,6,9,1,60,7,3,35,39
0,1,6,4,12,30,3,4,42,39
0,0,1,9,8,40,8,4,42,39
0,0,3,12,10,35,3,4,47,39
0,1,1,9,8,40,8,4,37,39
0,1,6,6,8,40,5,4,33,39
0,0,1,10,1,40,7,3,49,39
0,1,1,9,1,40,8,4,20,39
1,1,6,10,12,40,3,4,68,39
1,1,6,16,11,45,4,4,64,39
1,1,6,13,12,40,8,4,56,39
0,0,1,10,1,40,8,3,27,23
1,1,6,16,10,60,8,4,64,39
0,0,1,10,1,40,3,4,18,39
0,1,1,10,8,40,8,4,21,39
1,1,6,9,7,40,8,4,59,39
0,1,6,13,11,52,5,4,42,39
0,1,1,6,6,30,8,4,20,39
0,1,6,9,6,40,8,1,33,39
1,1,4,13,10,40,7,4,58,39
0,1,1,9,8,15,8,4,19,39
1,0,2,13,4,40,8,4,60,18
0,0,4,14,10,40,4,4,34,39
0,1,1,10,4,40,8,4,32,39
1,1,6,11,4,40,8,3,29,39
0,1,6,10,12,40,8,4,49,39
0,1,1,5,7,40,8,4,20,39
0,1,6,10,1,40,7,3,26,39
1,1,6,9,4,40,8,4,65,39
0,1,1,7,6,20,8,4,18,39
0,1,1,13,4,55,8,4,25,39
1,1,1,9,4,65,6,4,28,39
0,0,1,10,8,40,8,4,21,39
1,1,6,11,12,40,8,4,42,39
0,1,1,9,12,40,8,4,24,39
0,0,1,6,8,24,8,4,19,39
0,1,1,10,12,35,8,4,29,39
0,1,6,10,7,50,6,4,43,39
1,1,2,13,4,50,8,4,44,39
0,0,3,10,12,20,8,4,73,39
0,0,5,3,8,40,8,2,39,30
0,1,6,10,3,30,3,4,47,39
0,0,6,10,13,40,7,4,32,39
0,0,2,10,4,40,8,4,48,39
1,1,6,9,8,45,8,4,24,39
0,1,1,10,8,35,8,4,23,26
0,1,1,7,8,15,8,4,18,39
0,0,1,6,12,40,8,4,24,39
0,1,1,9,8,25,8,3,20,39
1,1,6,13,13,48,7,4,57,39
0,0,3,9,1,40,8,4,59,39
0,1,1,9,6,45,8,4,25,39
0,0,1,10,1,40,8,4,56,2
0,0,3,14,13,40,8,2,36,19
0,0,1,13,4,40,8,3,31,39
0,1,1,9,3,40,8,4,33,39
0,0,2,11,13,36,8,4,46,39
0,1,6,9,6,58,8,4,19,39
0,1,6,9,3,40,8,4,42,39
0,1,6,6,3,50,8,4,40,39
0,1,1,10,10,40,3,4,28,39
0,1,2,9,4,50,8,4,49,39
0,1,6,10,5,65,2,4,29,39
0,0,2,10,1,40,8,4,49,39
0,1,1,9,3,50,8,4,22,39
1,1,6,11,3,40,8,4,39,39
0,1,1,10,10,20,5,4,21,39
1,1,2,14,4,99,6,2,39,24
0,1,1,13,10,45,8,4,26,39
0,1,6,9,3,40,8,4,32,39
0,1,2,10,3,40,8,4,48,39
0,0,2,9,1,40,5,3,36,39
0,1,6,9,5,40,8,3,29,39
0,0,1,10,12,30,8,3,20,39
1,1,6,10,12,50,3,4,43,26
0,1,1,9,3,30,3,4,49,39
1,1,6,11,10,40,5,4,53,39
0,1,1,13,13,40,7,4,26,39
1,1,6,9,4,50,8,4,32,39
0,0,1,9,14,35,8,4,32,39
1,1,6,10,1,35,8,4,40,39
0,0,3,10,4,45,8,4,68,39
0,1,1,9,5,65,8,4,21,39
1,1,6,10,3,40,8,4,52,39
0,1,4,10,6,20,8,3,26,39
0,1,1,12,4,45,8,4,25,39
0,0,1,10,1,40,8,4,36,39
1,0,6,14,4,10,3,4,41,39
1,1,6,13,4,45,8,4,38,39
0,1,1,10,13,38,8,3,32,39
0,0,6,14,3,35,8,2,59,30
1,1,2,12,8,60,4,4,37,39
1,0,1,13,1,40,5,4,37,39
1,1,6,14,3,40,3,4,59,39
1,1,6,10,12,50,8,4,42,39
0,1,6,14,10,4,4,4,65,12
0,1,1,9,6,28,8,4,20,39
0,0,1,10,4,50,8,4,23,39
0,1,1,9,14,45,8,4,26,39
0,1,1,10,8,40,8,3,21,28
0,1,1,13,1,40,8,4,24,39
0,0,4,13,8,50,8,4,42,39
0,0,1,11,1,40,8,4,29,39
1,1,6,13,4,40,5,4,50,39
0,0,1,10,8,32,8,4,20,39
0,1,1,13,8,43,8,4,28,26
1,1,6,11,13,40,8,4,53,39
0,0,2,9,8,48,3,4,47,22
0,1,1,9,8,45,8,4,22,39
0,1,2,10,12,50,8,4,35,39
1,0,2,13,13,60,6,4,42,39
1,1,6,13,4,50,8,4,37,39
0,0,1,9,7,40,8,4,20,39
0,1,1,10,3,37,8,2,26,36
0,1,6,9,3,45,8,4,34,39
0,0,1,12,4,35,8,4,57,39
0,1,1,9,3,40,8,4,23,39
