high_income,male,married,higher_edu,managerial_occ,high_hours,gov_jobs,race,age,native_country
1,1,6,12,8,40,7,2,64,39
0,0,3,6,1,40,8,3,62,39
0,1,6,10,3,40,8,4,30,39
0,1,1,10,3,40,8,4,24,39
1,1,6,9,4,40,8,4,50,39
1,1,6,9,6,42,8,4,51,39
0,0,1,10,13,10,8,4,20,39
0,0,2,10,8,40,8,4,45,39
0,1,6,9,3,44,8,4,54,39
1,1,6,10,4,50,8,4,41,39
0,1,6,7,3,50,8,4,41,39
0,1,6,10,8,24,8,4,63,39
0,0,3,9,3,38,3,4,57,39
0,0,1,9,7,42,8,4,20,39
0,1,1,13,4,40,8,4,23,39
0,0,1,10,13,40,8,4,26,39
0,1,1,9,1,40,8,4,27,39
0,1,6,9,1,40,8,4,24,39
0,0,6,9,7,35,8,4,33,39
0,1,6,9,5,55,3,4,67,39
0,0,3,4,8,24,5,4,65,39
0,0,1,10,8,24,8,4,26,39
0,1,6,9,3,40,8,4,35,39
1,1,6,9,3,40,8,4,45,39
1,1,1,7,3,45,3,4,30,39
1,1,6,14,10,40,8,4,65,11
0,0,4,13,10,32,8,4,32,39
0,1,6,14,12,40,8,4,42,7
1,0,2,14,4,50,8,4,45,39
0,1,6,9,12,40,3,4,68,39
0,1,1,9,1,40,8,4,47,39
0,1,6,9,12,50,8,4,35,39
0,1,2,10,14,40,3,4,48,39
0,1,2,9,3,40,8,4,40,39
0,1,6,9,7,40,8,3,60,39
0,1,6,11,12,40,8,2,64,30
0,0,1,10,8,40,8,4,18,39
1,1,6,10,4,70,3,4,58,39
0,1,6,12,13,42,8,4,39,39
0,0,1,14,10,40,7,4,46,39
0,0,6,2,8,40,8,2,44,40
1,1,6,13,1,40,7,2,37,30
0,1,1,6,6,39,8,4,19,39
0,1,6,9,3,40,8,4,22,39
0,1,6,10,12,60,8,4,39,39
0,0,1,13,13,15,8,4,27,39
0,1,1,13,12,40,8,4,30,39
0,1,1,13,11,50,7,4,33,39
1,1,6,11,12,40,8,4,41,39
0,0,1,9,8,40,8,4,30,39
0,0,1,6,8,20,8,4,17,39
1,1,6,10,4,60,6,4,36,41
0,0,1,13,12,45,8,4,38,39
0,0,3,9,1,24,8,4,69,39
0,1,6,9,3,45,8,4,23,39
0,1,6,9,7,40,3,4,37,39
1,1,6,9,7,40,8,4,40,39
0,1,6,13,4,45,8,4,28,39
1,1,6,13,4,50,8,4,58,39
0,0,1,9,8,40,8,4,19,39
1,0,6,13,10,16,8,4,37,39
0,1,6,9,10,40,8,4,54,39
1,1,6,13,4,60,6,4,42,39
0,1,1,9,1,40,8,4,24,39
1,1,6,14,12,40,6,4,50,39
1,1,6,13,12,60,6,4,55,39
1,0,6,13,10,40,8,4,31,39
0,1,6,15,10,40,8,2,31,24
0,1,1,10,12,40,8,4,25,39
0,0,1,12,4,38,8,4,29,39
0,1,2,7,6,40,8,4,35,39
0,0,3,9,12,8,8,4,66,39
0,0,1,13,1,40,8,4,28,39
0,1,1,10,8,40,8,4,27,39
1,1,6,4,14,50,8,4,60,39
0,0,2,10,1,40,8,3,29,39
0,1,6,9,4,45,8,4,26,39
0,0,1,10,10,8,5,4,21,39
0,0,1,13,10,30,7,4,24,39
1,1,6,14,10,40,8,4,43,39
1,1,6,10,7,40,8,4,37,39
0,0,1,9,1,45,8,4,23,39
0,1,2,9,7,40,8,4,38,39
0,1,1,9,1,50,8,4,26,39
1,1,6,10,11,44,4,4,49,39
1,0,6,9,6,40,8,4,46,39
1,1,6,13,4,55,8,4,31,39
