high_income,male,married,higher_edu,managerial_occ,high_hours,gov_jobs,race,age,native_country
0,1,6,13,10,21,3,4,42,39
0,1,2,14,10,44,8,4,46,39
0,1,1,10,1,20,8,4,22,39
0,0,6,9,12,4,8,4,56,39
1,0,2,13,10,50,7,4,35,39
0,1,1,6,3,30,8,4,17,39
0,1,6,9,7,45,8,4,28,39
0,0,1,9,8,40,8,3,19,39
0,1,6,9,7,40,8,4,32,39
0,1,1,9,3,40,8,4,29,39
0,1,6,13,8,40,8,4,47,8
0,1,1,12,13,40,8,4,33,39
0,0,1,11,13,40,8,4,38,39
0,1,1,13,12,48,8,4,23,39
1,1,6,6,7,40,8,4,46,39
0,1,2,11,3,40,8,4,38,39
0,1,6,6,3,45,4,4,55,39
0,0,6,9,8,35,8,3,37,39
1,1,6,7,8,40,8,4,61,39
1,0,7,9,8,40,8,4,35,39
1,1,6,9,3,49,8,4,45,39
0,0,2,9,12,50,8,1,29,39
0,1,6,5,6,40,8,2,45,19
0,1,2,9,3,40,8,4,42,39
0,1,1,9,4,40,8,4,22,41
0,0,1,5,8,20,8,4,31,39
0,1,1,10,6,40,8,4,20,39
0,1,6,9,14,40,8,4,26,26
0,1,1,13,1,24,8,3,23,39
0,0,2,10,1,20,4,4,43,39
1,1,6,14,4,40,7,4,43,39
1,1,6,9,7,40,8,4,52,39
0,0,2,5,6,40,8,4,43,39
0,1,2,10,7,43,8,4,24,39
0,1,6,9,7,40,8,4,30,39
1,1,6,9,4,40,3,4,46,39
0,1,6,9,3,62,8,4,33,39
0,1,6,10,1,40,5,4,29,39
0,0,2,10,12,40,8,4,21,39
1,1,6,10,3,44,8,4,40,39
0,0,1,13,1,40,5,3,31,39
0,1,1,13,10,52,8,2,27,30
1,1,2,16,10,50,8,4,50,39
0,1,1,13,3,45,3,4,50,39
0,0,1,14,10,40,8,4,29,39
1,1,1,13,4,55,8,4,42,39
1,1,6,9,3,40,4,4,57,39
0,1,6,6,6,38,8,4,26,39
0,0,4,9,12,20,6,4,26,16
0,1,1,10,3,35,5,4,21,39
0,1,6,5,7,40,8,3,44,39
0,1,6,9,1,40,8,4,41,39
0,1,2,11,4,50,8,4,45,39
1,1,6,13,4,40,8,4,40,39
1,1,6,9,3,50,8,4,56,39
1,0,6,9,12,24,8,4,40,39
